2013; 4; 22; 7; 10; 16.14; -94.17| 4
2013; 4; 22; 7; 51; 16.74; -93.91| 4.1
2013; 4; 22; 14; 53; 14.95; -93.84| 4
2013; 4; 22; 21; 6; 19.3; -107.19| 4.2
2013; 4; 22; 21; 18; 17.84; -102.29| 4
2013; 4; 23; 5; 52; 16.55; -98.39| 4
2013; 4; 24; 6; 18; 17.33; -95.52| 4
2013; 4; 24; 6; 45; 17.04; -101.36| 4
2013; 4; 24; 7; 25; 17.08; -101.29| 4
2013; 4; 24; 7; 40; 17.09; -101.32| 4.1
2013; 4; 24; 9; 55; 17.67; -102.2| 4.2
2013; 4; 24; 10; 47; 16.74; -94.9| 4.1
2013; 4; 24; 14; 12; 18.75; -106.99| 4.2
2013; 4; 24; 23; 30; 17.77; -102.28| 4
2013; 4; 25; 2; 53; 15.95; -95.66| 4.1
2013; 4; 25; 4; 3; 16.86; -95.14| 4
2013; 4; 26; 3; 21; 17.23; -100.26| 4
2013; 4; 26; 12; 7; 16.66; -99.33| 4
2013; 4; 28; 6; 12; 13.8; -92.52| 4
2013; 4; 29; 6; 6; 16.17; -98.26| 4
2013; 4; 29; 9; 30; 17.14; -99.93| 4.1
2013; 4; 29; 11; 21; 18.15; -101.97| 4.1
2013; 4; 29; 11; 26; 16.86; -94.06| 4.3
2013; 4; 30; 5; 10; 14.91; -93.6| 4.1
2013; 5; 1; 6; 30; 13.51; -92.02| 4
2013; 5; 1; 20; 17; 16.04; -97.61| 4.1
2013; 5; 2; 21; 30; 16.65; -99.56| 4
2013; 5; 3; 21; 18; 15.24; -93.78| 4
2013; 5; 3; 21; 25; 15.12; -94.08| 4
2013; 5; 4; 6; 12; 19.26; -105.14| 4.2
2013; 5; 4; 21; 52; 19.97; -105.37| 4.6
2013; 5; 4; 23; 12; 19.96; -105.33| 4
2013; 5; 5; 8; 37; 14.32; -92.11| 4.2
2013; 5; 5; 10; 3; 13.8; -92.84| 4
2013; 5; 5; 15; 11; 18.3; -101.89| 4
2013; 5; 5; 15; 56; 14.12; -92.88| 4.1
2013; 5; 5; 18; 27; 13.92; -92.88| 4.2
2013; 5; 8; 13; 54; 15.94; -98.33| 4
2013; 5; 9; 0; 25; 13.94; -92.57| 4
2013; 5; 9; 0; 25; 13.93; -92.72| 4.1
2013; 5; 9; 10; 29; 17.33; -94.48| 4.1
2013; 5; 9; 14; 30; 16.51; -98.16| 4.6
2013; 5; 10; 5; 3; 14.87; -92.66| 4
2013; 5; 10; 5; 8; 14.87; -92.65| 4
2013; 5; 10; 15; 49; 13.97; -91.84| 5.3
2013; 5; 11; 0; 29; 14.24; -91.47| 4
2013; 5; 11; 16; 40; 16.91; -95.27| 4
2013; 5; 11; 23; 11; 17.03; -98.94| 4.1
2013; 5; 11; 23; 44; 14.03; -92.28| 4
2013; 5; 12; 0; 42; 16.18; -98.23| 4
2013; 5; 12; 2; 30; 13.69; -91.47| 5.3
2013; 5; 12; 4; 55; 18.9; -103.54| 4
2013; 5; 12; 12; 37; 13.64; -92.38| 4.1
2013; 5; 12; 17; 4; 19.91; -105.29| 4.2
2013; 5; 13; 8; 5; 14.03; -92.65| 4.1
2013; 5; 14; 11; 22; 15.4; -95| 4
2013; 5; 14; 14; 43; 13.87; -91.64| 4
2013; 5; 15; 5; 39; 15.89; -94.46| 4
2013; 5; 15; 22; 25; 13.36; -90.92| 4
2013; 5; 16; 2; 22; 13.08; -91.79| 4
2013; 5; 16; 9; 15; 14.93; -92.64| 4.5
2013; 5; 17; 20; 43; 16.19; -100.65| 4
2013; 5; 17; 23; 32; 13.72; -92.13| 4.2
2013; 5; 18; 0; 14; 29.34; -114.32| 4.1
2013; 5; 18; 14; 29; 14.79; -95.13| 4.1
2013; 5; 18; 20; 25; 15.99; -96.42| 4.1
2013; 5; 19; 0; 3; 14.35; -94.29| 4
2013; 5; 19; 5; 48; 17.22; -93.7| 4
2013; 5; 19; 8; 16; 19.2; -105.03| 4
2013; 5; 20; 14; 24; 16.91; -94.37| 4
2013; 5; 21; 0; 27; 16.95; -102.3| 4
2013; 5; 21; 3; 41; 15.66; -92.7| 4.7
2013; 5; 22; 9; 13; 18.28; -100.7| 4.3
2013; 5; 22; 14; 34; 16.51; -98.49| 4
2013; 5; 23; 8; 15; 13.67; -92.21| 4.1
2013; 5; 24; 11; 10; 18.26; -102.04| 4.1
2013; 5; 26; 14; 36; 17.1; -96.68| 4
2013; 5; 29; 18; 2; 16.02; -98.51| 4
